,accession,duf_number
3085,PF20020,DUF6431
3086,PF19878,DUF6351
3087,PF19840,DUF6317
3088,PF19287,DUF5910
3089,PF19264,DUF5907
3090,PF20065,DUF6464
3091,PF20064,DUF6463
3092,PF20063,DUF6462
3093,PF20062,DUF6461
3094,PF20061,DUF6460
3095,PF20060,DUF6459
3096,PF20059,DUF6458
3097,PF20058,DUF6457
3098,PF20057,DUF6456
3099,PF20056,DUF6455
3100,PF20051,DUF6453
3101,PF20050,DUF6452
3102,PF20049,DUF6451
3103,PF20048,DUF6450
3104,PF20047,DUF6449
3105,PF19299,DUF5914
3106,PF20046,DUF6448
3107,PF19632,DUF6136
3108,PF20045,DUF6447
3109,PF20044,DUF6446
3110,PF20043,DUF6445
3111,PF20042,DUF6444
3112,PF20041,DUF6443
3113,PF20040,DUF6442
3114,PF20039,DUF6441
3115,PF19992,DUF6427
3116,PF19744,DUF6232
3117,PF19837,DUF6316
3118,PF19836,DUF6315
3119,PF19834,DUF6314
3120,PF19952,DUF6414
3121,PF19951,DUF6413
3122,PF19950,DUF6412
3123,PF19949,DUF6411
3124,PF19948,DUF6410
3125,PF19947,DUF6409
3126,PF19946,DUF6408
3127,PF19945,DUF6407
3128,PF19944,DUF6406
3129,PF19943,DUF6405
3130,PF19942,DUF6404
3131,PF19941,DUF6403
3132,PF19940,DUF6402
3133,PF19939,DUF6401
3134,PF19938,DUF6400
3135,PF19936,DUF6399
3136,PF19935,DUF6398
3137,PF19934,DUF6397
3138,PF19933,DUF6396
3139,PF19932,DUF6395
3140,PF19931,DUF6394
3141,PF19930,DUF6393
3142,PF19927,DUF6390
3143,PF19926,DUF6389
3144,PF19925,DUF6388
3145,PF19924,DUF6387
3146,PF19923,DUF6386
3147,PF19313,DUF5916
3148,PF19696,DUF6196
3149,PF19695,DUF6195
3150,PF19694,DUF6194
3151,PF19698,DUF6197
3152,PF19701,DUF6199
3153,PF19702,DUF6200
3154,PF19703,DUF6201
3155,PF19692,DUF6193
3156,PF19691,DUF6192
3157,PF19690,DUF6191
3158,PF19689,DUF6190
3159,PF19688,DUF6189
3160,PF19527,DUF6055
3161,PF19529,DUF6057
3162,PF19531,DUF6058
3163,PF19319,DUF5919
3164,PF19534,DUF6059
3165,PF19535,DUF6060
3166,PF19537,DUF6061
3167,PF19538,DUF6062
3168,PF19539,DUF6063
3169,PF19540,DUF6064
3170,PF19541,DUF6065
3171,PF19542,DUF6066
3172,PF19544,DUF6068
3173,PF19545,DUF6069
3174,PF19546,DUF6070
3175,PF19547,DUF6071
3176,PF19549,DUF6072
3177,PF19550,DUF6073
3178,PF19551,DUF6074
3179,PF19552,DUF6075
3180,PF19553,DUF6076
3181,PF19554,DUF6077
3182,PF19555,DUF6078
3183,PF19558,DUF6080
3184,PF19559,DUF6081
3185,PF19560,DUF6082
3186,PF19561,DUF6083
3187,PF19562,DUF6084
3188,PF19563,DUF6085
3189,PF19564,DUF6086
3190,PF19565,DUF6087
3191,PF19570,DUF6088
3192,PF19573,DUF6089
3193,PF19578,DUF6090
3194,PF19676,DUF6178
3195,PF19677,DUF6179
3196,PF19678,DUF6180
3197,PF19679,DUF6181
3198,PF19680,DUF6182
3199,PF19681,DUF6183
3200,PF19682,DUF6184
3201,PF19628,DUF6132
3202,PF19629,DUF6133
3203,PF19630,DUF6134
3204,PF19733,DUF6223
3205,PF19734,DUF6224
3206,PF19735,DUF6225
3207,PF19736,DUF6226
3208,PF19711,DUF6207
3209,PF19705,DUF6202
3210,PF19706,DUF6203
3211,PF19707,DUF6204
3212,PF19708,DUF6205
3213,PF19709,DUF6206
3214,PF19502,DUF6036
3215,PF19336,DUF5921
3216,PF19334,DUF5920
3217,PF19089,DUF5777
3218,PF19863,DUF6337
3219,PF19865,DUF6338
3220,PF19866,DUF6339
3221,PF19867,DUF6340
3222,PF19868,DUF6341
3223,PF19869,DUF6342
3224,PF19870,DUF6343
3225,PF19871,DUF6344
3226,PF19872,DUF6345
3227,PF19873,DUF6346
3228,PF19874,DUF6347
3229,PF19875,DUF6348
3230,PF19876,DUF6349
3231,PF19879,DUF6352
3232,PF19880,DUF6353
3233,PF19881,DUF6354
3234,PF19882,DUF6355
3235,PF19883,DUF6356
3236,PF19884,DUF6357
3237,PF19885,DUF6358
3238,PF19887,DUF6360
3239,PF19888,DUF6361
3240,PF19889,DUF6362
3241,PF19890,DUF6363
3242,PF19891,DUF6364
3243,PF19892,DUF6365
3244,PF19893,DUF6366
3245,PF19894,DUF6367
3246,PF19895,DUF6368
3247,PF19896,DUF6369
3248,PF19897,DUF6370
3249,PF19898,DUF6371
3250,PF19899,DUF6372
3251,PF19900,DUF6373
3252,PF19901,DUF6374
3253,PF19902,DUF6375
3254,PF19903,DUF6376
3255,PF19905,DUF6378
3256,PF19907,DUF6380
3257,PF19908,DUF6381
3258,PF19909,DUF6382
3259,PF19910,DUF6383
3260,PF19911,DUF6384
3261,PF19912,DUF6385
3262,PF19346,DUF5924
3263,PF19347,DUF5925
3264,PF19348,DUF5926
3265,PF19349,DUF5927
3266,PF19350,DUF5928
3267,PF19351,DUF5929
3268,PF19353,DUF5930
3269,PF19354,DUF5931
3270,PF19355,DUF5932
3271,PF19356,DUF5933
3272,PF19358,DUF5935
3273,PF19359,DUF5936
3274,PF19361,DUF5937
3275,PF19362,DUF5938
3276,PF19364,DUF5940
3277,PF19365,DUF5941
3278,PF19366,DUF5942
3279,PF19367,DUF5943
3280,PF19369,DUF5944
3281,PF19370,DUF5945
3282,PF19371,DUF5946
3283,PF19372,DUF5947
3284,PF19373,DUF5948
3285,PF19374,DUF5949
3286,PF19376,DUF5951
3287,PF19377,DUF5952
3288,PF19378,DUF5953
3289,PF19379,DUF5954
3290,PF19380,DUF5955
3291,PF19381,DUF5956
3292,PF19382,DUF5957
3293,PF19383,DUF5958
3294,PF19384,DUF5959
3295,PF19385,DUF5960
3296,PF19386,DUF5961
3297,PF19387,DUF5962
3298,PF19388,DUF5963
3299,PF19389,DUF5964
3300,PF19390,DUF5965
3301,PF19391,DUF5966
3302,PF19392,DUF5967
3303,PF19394,DUF5969
3304,PF19395,DUF5970
3305,PF19397,DUF5972
3306,PF19399,DUF5974
3307,PF19400,DUF5975
3308,PF19401,DUF5976
3309,PF19404,DUF5977
3310,PF19405,DUF5978
3311,PF19407,DUF5979
3312,PF19410,DUF5980
3313,PF19412,DUF5982
3314,PF19419,DUF5983
3315,PF19446,DUF5984
3316,PF19447,DUF5985
3317,PF19448,DUF5986
3318,PF19449,DUF5987
3319,PF19450,DUF5988
3320,PF19451,DUF5989
3321,PF19452,DUF5990
3322,PF19453,DUF5991
3323,PF19454,DUF5992
3324,PF19455,DUF5993
3325,PF19457,DUF5994
3326,PF19458,DUF5995
3327,PF19459,DUF5996
3328,PF19460,DUF5997
3329,PF19461,DUF5998
3330,PF19462,DUF5999
3331,PF19463,DUF6000
3332,PF19464,DUF6001
3333,PF19465,DUF6002
3334,PF19466,DUF6003
3335,PF19467,DUF6004
3336,PF19468,DUF6005
3337,PF19469,DUF6006
3338,PF19470,DUF6007
3339,PF19471,DUF6008
3340,PF19472,DUF6009
3341,PF19473,DUF6010
3342,PF19474,DUF6011
3343,PF19475,DUF6012
3344,PF19476,DUF6013
3345,PF19477,DUF6014
3346,PF19479,DUF6015
3347,PF19481,DUF6017
3348,PF19482,DUF6018
3349,PF19483,DUF6019
3350,PF19484,DUF6020
3351,PF19485,DUF6021
3352,PF19486,DUF6022
3353,PF19487,DUF6023
3354,PF19488,DUF6024
3355,PF19490,DUF6025
3356,PF19491,DUF6026
3357,PF19492,DUF6027
3358,PF19494,DUF6029
3359,PF19495,DUF6030
3360,PF19496,DUF6031
3361,PF19497,DUF6032
3362,PF19585,DUF6092
3363,PF19586,DUF6093
3364,PF19587,DUF6094
3365,PF19589,DUF6095
3366,PF19591,DUF6096
3367,PF19592,DUF6097
3368,PF19593,DUF6098
3369,PF19594,DUF6099
3370,PF19595,DUF6100
3371,PF19596,DUF6101
3372,PF19598,DUF6103
3373,PF19599,DUF6104
3374,PF19600,DUF6105
3375,PF19601,DUF6106
3376,PF19602,DUF6107
3377,PF19603,DUF6108
3378,PF19604,DUF6109
3379,PF19605,DUF6110
3380,PF19606,DUF6111
3381,PF19607,DUF6112
3382,PF19608,DUF6113
3383,PF19609,DUF6114
3384,PF19498,DUF6033
3385,PF19499,DUF6034
3386,PF19500,DUF6035
3387,PF19503,DUF6037
3388,PF19504,DUF6038
3389,PF19505,DUF6039
3390,PF19506,DUF6040
3391,PF19507,DUF6041
3392,PF19508,DUF6042
3393,PF19509,DUF6043
3394,PF19510,DUF6044
3395,PF19512,DUF6046
3396,PF19513,DUF6047
3397,PF19515,DUF6048
3398,PF19516,DUF6049
3399,PF19517,DUF6050
3400,PF19519,DUF6051
3401,PF19522,DUF6052
3402,PF19523,DUF6053
3403,PF19524,DUF6054
3404,PF19610,DUF6115
3405,PF19611,DUF6116
3406,PF19612,DUF6117
3407,PF19613,DUF6118
3408,PF19615,DUF6120
3409,PF19616,DUF6121
3410,PF19617,DUF6122
3411,PF19618,DUF6123
3412,PF19620,DUF6125
3413,PF19621,DUF6126
3414,PF19622,DUF6127
3415,PF19623,DUF6128
3416,PF19624,DUF6129
3417,PF19625,DUF6130
3418,PF19626,DUF6131
3419,PF19634,DUF6137
3420,PF19635,DUF6138
3421,PF19636,DUF6139
3422,PF19637,DUF6140
3423,PF19638,DUF6141
3424,PF19639,DUF6142
3425,PF19640,DUF6143
3426,PF19641,DUF6144
3427,PF19642,DUF6145
3428,PF19643,DUF6146
3429,PF19644,DUF6147
3430,PF19645,DUF6148
3431,PF19646,DUF6149
3432,PF19648,DUF6151
3433,PF19649,DUF6152
3434,PF19650,DUF6153
3435,PF19651,DUF6154
3436,PF19652,DUF6155
3437,PF19653,DUF6156
3438,PF19654,DUF6157
3439,PF19655,DUF6158
3440,PF19656,DUF6159
3441,PF19657,DUF6160
3442,PF19658,DUF6161
3443,PF19659,DUF6162
3444,PF19660,DUF6163
3445,PF19661,DUF6164
3446,PF19662,DUF6165
3447,PF19663,DUF6166
3448,PF19664,DUF6167
3449,PF19665,DUF6168
3450,PF19666,DUF6169
3451,PF19667,DUF6170
3452,PF19668,DUF6171
3453,PF19669,DUF6172
3454,PF19670,DUF6173
3455,PF19671,DUF6174
3456,PF19672,DUF6175
3457,PF19673,DUF6176
3458,PF19674,DUF6177
3459,PF19683,DUF6185
3460,PF19684,DUF6186
3461,PF19685,DUF6187
3462,PF19686,DUF6188
3463,PF19713,DUF6208
3464,PF19714,DUF6209
3465,PF19715,DUF6210
3466,PF19716,DUF6211
3467,PF19717,DUF6212
3468,PF19719,DUF6213
3469,PF19720,DUF6214
3470,PF19721,DUF6215
3471,PF19723,DUF6216
3472,PF19724,DUF6217
3473,PF19726,DUF6218
3474,PF19727,DUF6219
3475,PF19728,DUF6220
3476,PF19730,DUF6221
3477,PF19731,DUF6222
3478,PF19738,DUF6227
3479,PF19739,DUF6228
3480,PF19740,DUF6229
3481,PF19741,DUF6230
3482,PF19742,DUF6231
3483,PF19746,DUF6233
3484,PF19747,DUF6234
3485,PF19748,DUF6235
3486,PF19749,DUF6236
3487,PF19750,DUF6237
3488,PF19751,DUF6238
3489,PF19752,DUF6239
3490,PF19753,DUF6240
3491,PF19754,DUF6241
3492,PF19755,DUF6242
3493,PF19756,DUF6243
3494,PF19757,DUF6244
3495,PF19758,DUF6245
3496,PF19759,DUF6246
3497,PF19760,DUF6247
3498,PF19761,DUF6248
3499,PF19762,DUF6249
3500,PF19763,DUF6250
3501,PF19764,DUF6251
3502,PF19765,DUF6252
3503,PF19766,DUF6253
3504,PF19767,DUF6254
3505,PF19768,DUF6255
3506,PF19770,DUF6256
3507,PF19771,DUF6257
3508,PF19772,DUF6258
3509,PF19773,DUF6259
3510,PF19774,DUF6260
3511,PF19775,DUF6261
3512,PF19777,DUF6263
3513,PF19779,DUF6264
3514,PF19780,DUF6265
3515,PF19781,DUF6266
3516,PF19782,DUF6267
3517,PF19783,DUF6268
3518,PF19784,DUF6269
3519,PF19786,DUF6270
3520,PF19787,DUF6271
3521,PF19788,DUF6272
3522,PF19789,DUF6273
3523,PF19790,DUF6274
3524,PF19791,DUF6275
3525,PF19792,DUF6276
3526,PF19793,DUF6277
3527,PF19794,DUF6278
3528,PF19796,DUF6280
3529,PF19797,DUF6281
3530,PF19799,DUF6282
3531,PF19800,DUF6283
3532,PF19801,DUF6284
3533,PF19802,DUF6285
3534,PF19803,DUF6286
3535,PF19804,DUF6287
3536,PF19805,DUF6288
3537,PF19806,DUF6289
3538,PF19807,DUF6290
3539,PF19808,DUF6291
3540,PF19809,DUF6292
3541,PF19811,DUF6294
3542,PF19812,DUF6295
3543,PF19813,DUF6296
3544,PF19814,DUF6297
3545,PF19815,DUF6298
3546,PF19816,DUF6299
3547,PF19817,DUF6300
3548,PF19818,DUF6301
3549,PF19819,DUF6302
3550,PF19820,DUF6303
3551,PF19822,DUF6304
3552,PF19823,DUF6305
3553,PF19825,DUF6306
3554,PF19826,DUF6307
3555,PF19827,DUF6308
3556,PF19828,DUF6309
3557,PF19829,DUF6310
3558,PF19830,DUF6311
3559,PF19831,DUF6312
3560,PF19832,DUF6313
3561,PF19843,DUF6318
3562,PF19844,DUF6319
3563,PF19845,DUF6320
3564,PF19846,DUF6321
3565,PF19847,DUF6322
3566,PF19848,DUF6323
3567,PF19849,DUF6324
3568,PF19850,DUF6325
3569,PF19851,DUF6326
3570,PF19852,DUF6327
3571,PF19853,DUF6328
3572,PF19854,DUF6329
3573,PF19855,DUF6330
3574,PF19856,DUF6331
3575,PF19857,DUF6332
3576,PF19859,DUF6333
3577,PF19860,DUF6334
3578,PF19861,DUF6335
3579,PF19862,DUF6336
3580,PF19979,DUF6415
3581,PF19980,DUF6416
3582,PF19981,DUF6417
3583,PF19982,DUF6418
3584,PF19983,DUF6419
3585,PF19984,DUF6420
3586,PF19985,DUF6421
3587,PF19986,DUF6422
3588,PF19987,DUF6423
3589,PF19988,DUF6424
3590,PF19989,DUF6425
3591,PF19990,DUF6426
3592,PF20055,DUF6454
3593,PF20069,DUF6465
3594,PF20070,DUF6466
3595,PF17279,DUF5344
3596,PF16269,DUF4922
3597,PF16285,DUF4931
3598,PF20598,DUF6795
3599,PF20599,DUF6796
3600,PF20601,DUF6797
3601,PF20604,DUF6798
3602,PF20606,DUF6799
3603,PF20607,DUF6800
3604,PF20213,DUF6573
3605,PF20214,DUF6574
3606,PF20215,DUF6575
3607,PF20216,DUF6576
3608,PF20217,DUF6577
3609,PF20218,DUF6578
3610,PF20219,DUF6579
3611,PF20221,DUF6580
3612,PF20223,DUF6582
3613,PF20224,DUF6583
3614,PF20225,DUF6584
3615,PF20226,DUF6585
3616,PF20227,DUF6586
3617,PF20228,DUF6587
3618,PF20230,DUF6588
3619,PF20231,DUF6589
3620,PF20233,DUF6590
3621,PF20382,DUF6677
3622,PF20383,DUF6678
3623,PF20384,DUF6679
3624,PF20385,DUF6680
3625,PF20386,DUF6681
3626,PF20388,DUF6683
3627,PF20389,DUF6684
3628,PF20390,DUF6685
3629,PF20391,DUF6686
3630,PF20392,DUF6687
3631,PF20394,DUF6688
3632,PF20396,DUF6689
3633,PF20397,DUF6690
3634,PF20398,DUF6691
3635,PF20402,DUF6692
3636,PF20403,DUF6693
3637,PF20404,DUF6694
3638,PF20405,DUF6695
3639,PF20407,DUF1583
3640,PF20411,DUF6697
3641,PF20414,DUF6698
3642,PF20415,DUF6699
3643,PF20419,DUF6701
3644,PF20420,DUF6702
3645,PF20234,DUF6591
3646,PF20236,DUF6593
3647,PF20237,DUF6594
3648,PF20239,DUF6596
3649,PF20240,DUF6597
3650,PF20241,DUF6598
3651,PF20244,DUF6599
3652,PF20245,DUF6600
3653,PF20246,DUF6601
3654,PF20247,DUF6602
3655,PF20248,DUF6603
3656,PF20253,DUF6604
3657,PF20255,DUF6606
3658,PF20611,DUF6801
3659,PF20615,DUF6802
3660,PF20621,DUF6806
3661,PF20264,DUF4784
3662,PF20617,DUF6803
3663,PF20619,DUF6804
3664,PF20444,DUF6703
3665,PF20447,DUF6704
3666,PF20448,DUF6705
3667,PF20449,DUF6706
3668,PF20453,DUF6707
3669,PF20455,DUF6708
3670,PF20456,DUF6709
3671,PF20457,DUF6710
3672,PF20458,DUF6711
3673,PF20459,DUF6712
3674,PF20460,DUF6713
3675,PF20461,DUF6714
3676,PF20471,DUF6716
3677,PF20475,DUF6717
3678,PF20462,DUF6715
3679,PF20476,DUF6718
3680,PF20477,DUF6719
3681,PF20480,DUF6720
3682,PF20482,DUF6722
3683,PF20484,DUF6723
3684,PF20485,DUF6724
3685,PF20486,DUF6725
3686,PF20337,DUF6632
3687,PF20338,DUF6633
3688,PF20339,DUF6634
3689,PF20340,DUF6635
3690,PF20341,DUF6636
3691,PF20342,DUF6637
3692,PF20343,DUF6638
3693,PF20344,DUF6639
3694,PF20345,DUF6640
3695,PF20346,DUF6641
3696,PF20335,DUF6630
3697,PF20336,DUF6631
3698,PF20347,DUF6642
3699,PF20348,DUF6643
3700,PF20349,DUF6644
3701,PF20350,DUF6645
3702,PF20351,DUF6646
3703,PF20352,DUF6647
3704,PF20353,DUF6648
3705,PF20354,DUF6649
3706,PF20355,DUF6650
3707,PF20356,DUF6651
3708,PF20357,DUF6652
3709,PF20358,DUF6653
3710,PF20360,DUF6655
3711,PF20361,DUF6656
3712,PF20362,DUF6657
3713,PF20363,DUF6658
3714,PF20364,DUF6659
3715,PF20365,DUF6660
3716,PF20366,DUF6661
3717,PF20367,DUF6662
3718,PF20368,DUF6663
3719,PF20369,DUF6664
3720,PF20370,DUF6665
3721,PF20371,DUF6666
3722,PF20372,DUF6667
3723,PF20373,DUF6668
3724,PF20374,DUF6669
3725,PF20375,DUF6670
3726,PF20376,DUF6671
3727,PF20487,DUF6726
3728,PF20495,DUF6727
3729,PF20498,DUF6728
3730,PF20499,DUF6729
3731,PF20503,DUF6730
3732,PF20505,DUF6731
3733,PF20506,DUF6732
3734,PF20507,DUF6733
3735,PF20508,DUF6734
3736,PF20509,DUF6735
3737,PF20163,DUF6536
3738,PF20522,DUF6737
3739,PF20523,DUF6738
3740,PF20524,DUF6739
3741,PF20525,DUF6740
3742,PF20526,DUF6741
3743,PF20527,DUF6742
3744,PF20528,DUF6743
3745,PF20529,DUF6744
3746,PF20530,DUF6745
3747,PF20531,DUF6746
3748,PF20532,DUF6747
3749,PF20533,DUF6748
3750,PF20535,DUF6750
3751,PF20536,DUF6751
3752,PF20537,DUF6752
3753,PF20538,DUF6753
3754,PF20539,DUF6754
3755,PF20540,DUF6755
3756,PF20541,DUF6756
3757,PF20542,DUF6757
3758,PF20544,DUF6758
3759,PF20545,DUF6759
3760,PF20546,DUF6760
3761,PF20547,DUF6761
3762,PF20548,DUF6762
3763,PF20549,DUF6763
3764,PF20550,DUF6764
3765,PF20551,DUF6765
3766,PF20377,DUF6672
3767,PF20378,DUF6673
3768,PF20379,DUF6674
3769,PF20554,DUF6766
3770,PF20555,DUF6767
3771,PF20556,DUF6768
3772,PF20558,DUF6769
3773,PF20559,DUF6770
3774,PF20561,DUF6771
3775,PF20562,DUF6772
3776,PF20563,DUF6773
3777,PF20564,DUF6774
3778,PF20565,DUF6775
3779,PF20169,DUF6537
3780,PF20172,DUF6538
3781,PF20174,DUF6540
3782,PF20176,DUF6541
3783,PF20177,DUF6542
3784,PF20181,DUF6544
3785,PF20182,DUF6545
3786,PF20183,DUF6546
3787,PF20184,DUF6547
3788,PF20185,DUF6548
3789,PF20186,DUF6549
3790,PF20187,DUF6550
3791,PF20188,DUF6551
3792,PF20189,DUF6552
3793,PF20190,DUF6553
3794,PF20191,DUF6554
3795,PF20192,DUF6555
3796,PF20193,DUF6556
3797,PF20194,DUF6557
3798,PF20195,DUF6558
3799,PF20196,DUF6559
3800,PF20197,DUF6560
3801,PF20198,DUF6561
3802,PF20200,DUF6562
3803,PF20201,DUF6563
3804,PF20202,DUF6564
3805,PF20203,DUF6565
3806,PF20204,DUF6566
3807,PF20205,DUF6567
3808,PF20209,DUF6570
3809,PF20211,DUF6571
3810,PF20212,DUF6572
3811,PF20567,DUF6776
3812,PF20568,DUF6777
3813,PF20569,DUF6778
3814,PF20570,DUF6779
3815,PF20571,DUF6780
3816,PF20572,DUF6781
3817,PF20573,DUF6782
3818,PF20574,DUF6783
3819,PF20580,DUF6784
3820,PF20581,DUF6785
3821,PF20583,DUF6786
3822,PF20584,DUF6787
3823,PF20311,DUF6607
3824,PF20312,DUF6608
3825,PF20313,DUF6609
3826,PF20314,DUF6610
3827,PF20315,DUF6611
3828,PF20316,DUF6612
3829,PF20318,DUF6613
3830,PF20319,DUF6614
3831,PF20320,DUF6615
3832,PF20321,DUF6616
3833,PF20322,DUF6617
3834,PF20323,DUF6618
3835,PF20324,DUF6619
3836,PF20325,DUF6620
3837,PF20326,DUF6621
3838,PF20327,DUF6622
3839,PF20328,DUF6623
3840,PF20329,DUF6624
3841,PF20330,DUF6625
3842,PF20331,DUF6626
3843,PF20332,DUF6627
3844,PF20333,DUF6628
3845,PF20334,DUF6629
3846,PF20586,DUF6788
3847,PF20587,DUF6789
3848,PF20589,DUF6790
3849,PF20590,DUF6791
3850,PF20591,DUF6792
3851,PF20593,DUF6793
3852,PF20594,DUF6794
3853,PF20380,DUF6675
3854,PF15257,DUF4590
3855,PF20943,DUF4785
3856,PF20942,DUF4785
3857,PF20840,DUF5382
3858,PF20839,DUF5382
3859,PF17743,DUF5580
3860,PF17744,DUF5581
3861,PF06938,DUF1285
3862,PF21028,DUF1285
3863,PF20999,DUF4438
3864,PF20921,DUF1846
3865,PF21537,DUF1980
3866,PF09323,DUF1980
3867,PF08903,DUF1846
3868,PF14033,DUF4246
3869,PF21619,DUF6855
3870,PF21637,DUF6856
3871,PF21727,DUF6863
3872,PF21732,DUF6864
3873,PF21737,DUF6865
3874,PF21741,DUF6867
3875,PF20680,DUF6817
3876,PF20681,DUF6818
3877,PF21651,DUF6858
3878,PF21661,DUF6860
3879,PF21666,DUF4246
3880,PF20683,DUF6819
3881,PF20660,DUF6812
3882,PF20664,DUF6814
3883,PF20668,DUF6815
3884,PF20670,DUF6816
3885,PF20647,DUF6808
3886,PF20648,DUF6809
3887,PF20650,DUF6810
3888,PF20783,DUF5575
3889,PF20784,DUF5575
3890,PF20795,DUF6841
3891,PF21742,DUF6868
3892,PF21746,DUF6869
3893,PF21757,DUF6870
3894,PF20699,DUF6820
3895,PF20705,DUF6821
3896,PF20708,DUF6822
3897,PF20709,DUF6823
3898,PF20710,DUF6824
3899,PF20713,DUF6826
3900,PF20715,DUF6827
3901,PF20996,DUF5581
3902,PF20717,DUF6829
3903,PF20722,DUF6830
3904,PF20725,DUF6832
3905,PF21012,DUF6850
3906,PF20938,DUF2264
3907,PF21778,DUF6873
3908,PF21779,DUF6874
3909,PF21780,DUF6875
3910,PF21781,DUF6876
3911,PF21793,DUF6877
3912,PF21798,DUF6878
3913,PF21806,DUF6879
3914,PF21810,DUF6880
3915,PF20742,DUF5580
3916,PF20743,DUF5580
3917,PF21812,DUF6881
3918,PF21813,DUF6882
3919,PF21814,DUF6883
3920,PF21818,DUF6884
3921,PF21819,DUF6885
3922,PF21820,DUF6886
3923,PF20749,DUF6833
3924,PF20897,DUF6846
3925,PF20755,DUF6834
3926,PF20762,DUF6836
3927,PF21726,DUF6862
3928,PF20893,DUF3829
3929,PF21614,DUF6854
3930,PF21593,DUF6853
3931,PF21441,DUF3860
3932,PF21347,DUF3108
3933,PF21186,DUF6852
3934,PF21167,DUF6851
3935,PF20956,DUF4931
3936,PF20891,DUF6844
3937,PF20764,DUF6837
3938,PF20766,DUF447
3939,PF20767,DUF6839
3940,PF20786,DUF6840
3941,PF20862,DUF6843
3942,PF20941,DUF6848
3943,PF20986,DUF6849
3944,PF10022,DUF2264
3945,PF22281,DUF6959
3946,PF22262,DUF6950
3947,PF22258,DUF6949
3948,PF22283,DUF6960
3949,PF22264,DUF6952
3950,PF22765,DUF7010
3951,PF22668,DUF7009
3952,PF21956,DUF6922
3953,PF21962,DUF6924
3954,PF21973,DUF6925
3955,PF21977,DUF6926
3956,PF21992,DUF6927
3957,PF21997,DUF6928
3958,PF22798,DUF5817
3959,PF22000,DUF6929
3960,PF21851,DUF6910
3961,PF22872,DUF7018
3962,PF22011,DUF6931
3963,PF22014,DUF6932
3964,PF22016,DUF6933
3965,PF22028,DUF6934
3966,PF22845,DUF3097
3967,PF22789,DUF4026
3968,PF22791,DUF7011
3969,PF22043,DUF6935
3970,PF22398,DUF6978
3971,PF22399,DUF6979
3972,PF22400,DUF6980
3973,PF22894,DUF7023
3974,PF22747,DUF2089
3975,PF22219,DUF3829
3976,PF22187,DUF6946
3977,PF22182,DUF6945
3978,PF21826,DUF6887
3979,PF21866,DUF6915
3980,PF22665,DUF6293
3981,PF21828,DUF6888
3982,PF21829,DUF6889
3983,PF21830,DUF6890
3984,PF21831,DUF6891
3985,PF21832,DUF6892
3986,PF21833,DUF6893
3987,PF21834,DUF6894
3988,PF21836,DUF6895
3989,PF21837,DUF6896
3990,PF21838,DUF6897
3991,PF21839,DUF6898
3992,PF21840,DUF6899
3993,PF21841,DUF6900
3994,PF21842,DUF6901
3995,PF21843,DUF6902
3996,PF21844,DUF6903
3997,PF21845,DUF6904
3998,PF21846,DUF6905
3999,PF21847,DUF6906
4000,PF21848,DUF6907
4001,PF21849,DUF6908
4002,PF21850,DUF6909
4003,PF21852,DUF6911
4004,PF21853,DUF6912
4005,PF21857,DUF6913
4006,PF21858,DUF6914
4007,PF21880,DUF6916
4008,PF21891,DUF6917
4009,PF21893,DUF6918
4010,PF21897,DUF6919
4011,PF21900,DUF6920
4012,PF21914,DUF6921
4013,PF21959,DUF6923
4014,PF22007,DUF6930
4015,PF22052,DUF6937
4016,PF22053,DUF6938
4017,PF22075,DUF6939
4018,PF22086,DUF6940
4019,PF22091,DUF6941
4020,PF22098,DUF6942
4021,PF22105,DUF6943
4022,PF22116,DUF6944
4023,PF22239,DUF6947
4024,PF22253,DUF6948
4025,PF22263,DUF6951
4026,PF22266,DUF6953
4027,PF22268,DUF6954
4028,PF22271,DUF6955
4029,PF22273,DUF6956
4030,PF22275,DUF6957
4031,PF22278,DUF6958
4032,PF22284,DUF6961
4033,PF22285,DUF6962
4034,PF22288,DUF6963
4035,PF22291,DUF6964
4036,PF22292,DUF6965
4037,PF22294,DUF6966
4038,PF22295,DUF6967
4039,PF22302,DUF6968
4040,PF22308,DUF6969
4041,PF22311,DUF6970
4042,PF22318,DUF6971
4043,PF22319,DUF6972
4044,PF22322,DUF6973
4045,PF22388,DUF6974
4046,PF22391,DUF6975
4047,PF22396,DUF6976
4048,PF22403,DUF6981
4049,PF22478,DUF6982
4050,PF22480,DUF6984
4051,PF22481,DUF6985
4052,PF22484,DUF6986
4053,PF22485,DUF6987
4054,PF22491,DUF6988
4055,PF22497,DUF6989
4056,PF22499,DUF6990
4057,PF22501,DUF6991
4058,PF22503,DUF6992
4059,PF22504,DUF6993
4060,PF22507,DUF6994
4061,PF22515,DUF6996
4062,PF22518,DUF6997
4063,PF22522,DUF6998
4064,PF22523,DUF6999
4065,PF22526,DUF7000
4066,PF22529,DUF7001
4067,PF22531,DUF7002
4068,PF22535,DUF7003
4069,PF22539,DUF7004
4070,PF22541,DUF7005
4071,PF22652,DUF7006
4072,PF22653,DUF7007
4073,PF22654,DUF7008
4074,PF22792,DUF7012
4075,PF22793,DUF7013
4076,PF22839,DUF7015
4077,PF22858,DUF7016
4078,PF22860,DUF7017
4079,PF22880,DUF7019
4080,PF22885,DUF7020
4081,PF22886,DUF7021
4082,PF22887,DUF7022
4083,PF22895,DUF7024
